       54953.539      0.99994951
       54953.559       1.0000130
       54953.580      0.99991816
       54953.600       1.0000455
       54953.621      0.99989367
       54953.641      0.99998975
       54953.661       1.0000510
       54953.682      0.99993330
       54953.702      0.99995828
       54953.723       1.0000311
       54953.743      0.99992913
       54953.764      0.99999946
       54953.784      0.99981385
       54953.804      0.99994648
       54953.825       1.0000019
       54953.845      0.99993443
       54953.866      0.99991542
       54953.886      0.99997050
       54953.907      0.99995202
       54953.927       1.0000000
       54953.948      0.99994767
       54953.968      0.99996686
       54953.988       1.0000912
       54954.009      0.99996442
       54954.029      0.99989265
       54954.050      0.99993515
       54954.070      0.99998516
       54954.091      0.99996150
       54954.111       1.0000583
       54954.131      0.99994946
       54954.152      0.99996573
       54954.172      0.99992967
       54954.193       1.0001073
       54954.213       1.0001068
       54954.234       1.0000781
       54954.254       1.0000683
       54954.274      0.99984294
       54954.295      0.99996442
       54954.315       1.0001408
       54954.336       1.0000360
       54954.356       1.0000433
       54954.377       1.0000139
       54954.397       1.0000767
       54954.418       1.0000856
       54954.438       1.0000983
       54954.458      0.99991667
       54954.479      0.99999136
       54954.499       1.0000349
       54954.520       1.0000395
       54954.540       1.0001401
       54954.561      0.99996197
       54954.581      0.99997681
       54954.601       1.0001128
       54954.622       1.0001476
       54954.642       1.0000387
       54954.663       1.0000064
       54954.683      0.99997824
       54954.704       1.0000508
       54954.724      0.99998069
       54954.744      0.99994242
       54954.765       1.0000839
       54954.785      0.99997121
       54954.806       1.0007241
       54954.826       1.0000298
       54954.847      0.99989831
       54954.867      0.99994636
       54954.887       1.0001251
       54954.908       1.0000658
       54954.928       1.0000482
       54954.949       1.0000312
       54954.969      0.99993670
       54954.990      0.99998587
       54955.010       1.0000775
       54955.031       1.0000204
       54955.051       1.0000197
       54955.071       1.0000559
       54955.092      0.99999315
       54955.112       1.0000340
       54955.133      0.99999171
       54955.153      0.99997234
       54955.174       1.0000882
       54955.194       1.0000099
       54955.214      0.99997735
       54955.235       1.0000941
       54955.255       1.0000186
       54955.276      0.99997979
       54955.296       1.0000857
       54955.317      0.99985039
       54955.337       1.0001301
       54955.357       1.0000618
       54955.378       1.0000614
       54955.398       1.0000913
       54955.419       1.0001217
       54955.439      0.99998069
       54955.460       1.0001280
       54955.480       1.0000298
       54955.501       1.0002204
       54955.521       1.0001379
       54955.541       1.0000176
       54955.562       1.0001295
       54955.582       1.0001200
       54955.603      0.99994576
       54955.623       1.0000595
       54955.644       1.0002468
       54955.664       1.0000994
       54955.684       1.0001969
       54955.705       1.0001523
       54955.725       1.0000824
       54955.746       1.0000893
       54955.766      0.99989307
       54955.787      0.99981087
       54955.807      0.99969947
       54955.827      0.99963516
       54955.848      0.99953514
       54955.868      0.99949777
       54955.889      0.99958825
       54955.909      0.99959165
       54955.930      0.99973661
       54955.950      0.99964195
       54955.971      0.99967498
       54955.991      0.99960178
       54956.011      0.99967963
       54956.032      0.99978483
       54956.052      0.99971890
       54956.073      0.99998629
       54956.093       1.0000955
       54956.114      0.99999595
       54956.134      0.99986267
       54956.154       1.0000981
       54956.175       1.0000653
       54956.195       1.0000081
       54956.216       1.0000170
       54956.236       1.0001465
       54956.257       1.0000572
       54956.277       1.0001065
       54956.318       1.0000182
       54956.338       1.0000955
       54956.359       1.0000073
       54956.379       1.0001211
       54956.400       1.0001889
       54956.420       1.0001159
       54956.441       1.0001312
       54956.461       1.0001539
       54956.481       1.0001718
       54956.502       1.0001016
